sentence,score,datasetName
Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,0,yelp_labelled
"Phenomenal food, service and ambiance.",1,yelp_labelled
I wouldn't return.,0,yelp_labelled
"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",1,yelp_labelled
This place is way too overpriced for mediocre food.,0,yelp_labelled
Penne vodka excellent!,1,yelp_labelled
"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",1,yelp_labelled
The management is rude.,0,yelp_labelled
"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1,yelp_labelled
"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1,yelp_labelled
I had a seriously solid breakfast here.,1,yelp_labelled
This is one of the best bars with food in Vegas.,1,yelp_labelled
"He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.",0,yelp_labelled
My drink was never empty and he made some really great menu suggestions.,1,yelp_labelled
Don't do it!!!!,0,yelp_labelled
The waiter wasn't helpful or friendly and rarely checked on us.,0,yelp_labelled
My husband and I ate lunch here and were very disappointed with the food and service.,0,yelp_labelled
And the red curry had so much bamboo shoots and wasn't very tasty to me.,0,yelp_labelled
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,1,yelp_labelled
The bathrooms are clean and the place itself is well decorated.,1,yelp_labelled
"The menu is always changing, food quality is going down & service is extremely slow.",0,yelp_labelled
"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0,yelp_labelled
I give it 2 thumbs down,0,yelp_labelled
We watched our waiter pay a lot more attention to other tables and ignore us.,0,yelp_labelled
My fiancé and I came in the middle of the day and we were greeted and seated right away.,1,yelp_labelled
This is a great restaurant at the Mandalay Bay.,1,yelp_labelled
We waited for forty five minutes in vain.,0,yelp_labelled
Crostini that came with the salad was stale.,0,yelp_labelled
Some highlights : Great quality nigiri here!,1,yelp_labelled
the staff is friendly and the joint is always clean.,1,yelp_labelled
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1,yelp_labelled
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,1,yelp_labelled
this place is good.,1,yelp_labelled
"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.",0,yelp_labelled
I came back today since they relocated and still not impressed.,0,yelp_labelled
I was seated immediately.,1,yelp_labelled
"Their menu is diverse, and reasonably priced.",1,yelp_labelled
Avoid at all cost!,0,yelp_labelled
Restaurant is always full but never a wait.,1,yelp_labelled
DELICIOUS!!,1,yelp_labelled
This place is hands-down one of the best places to eat in the Phoenix metro area.,1,yelp_labelled
So don't go there if you are looking for good food...,0,yelp_labelled
I've never been treated so bad.,0,yelp_labelled
Bacon is hella salty.,1,yelp_labelled
We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.,0,yelp_labelled
"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",1,yelp_labelled
The waitresses are very friendly.,1,yelp_labelled
"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1,yelp_labelled
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1,yelp_labelled
"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",0,yelp_labelled
The service here leaves a lot to be desired.,0,yelp_labelled
"The atmosphere is modern and hip, while maintaining a touch of coziness.",1,yelp_labelled
"Not a weekly haunt, but definitely a place to come back to every once in a while.",1,yelp_labelled
We literally sat there for 20 minutes with no one asking to take our order.,0,yelp_labelled
"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0,yelp_labelled
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0,yelp_labelled
I dressed up to be treated so rudely!,0,yelp_labelled
It was probably dirt.,0,yelp_labelled
"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.",1,yelp_labelled
I ordered the Lemon raspberry ice cocktail which was also incredible.,1,yelp_labelled
"The food sucked, which we expected but it sucked more than we could have imagined.",0,yelp_labelled
Interesting decor.,1,yelp_labelled
What I really like there is the crepe station.,1,yelp_labelled
"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1,yelp_labelled
you can watch them preparing the delicious food!),1,yelp_labelled
Both of the egg rolls were fantastic.,1,yelp_labelled
"When my order arrived, one of the gyros was missing.",0,yelp_labelled
"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1,yelp_labelled
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0,yelp_labelled
The best place to go for a tasty bowl of Pho!,1,yelp_labelled
The live music on Fridays totally blows.,0,yelp_labelled
I've never been more insulted or felt disrespected.,0,yelp_labelled
Very friendly staff.,1,yelp_labelled
It is worth the drive.,1,yelp_labelled
"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1,yelp_labelled
Food was great and so was the serivce!,1,yelp_labelled
The warm beer didn't help.,0,yelp_labelled
Great brunch spot.,1,yelp_labelled
Service is friendly and inviting.,1,yelp_labelled
Very good lunch spot.,1,yelp_labelled
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0,yelp_labelled
The WORST EXPERIENCE EVER.,0,yelp_labelled
Must have been an off night at this place.,0,yelp_labelled
"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,yelp_labelled
"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0,yelp_labelled
"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0,yelp_labelled
My friend loved the salmon tartar.,1,yelp_labelled
Won't go back.,0,yelp_labelled
Extremely Tasty!,1,yelp_labelled
Waitress was good though!,1,yelp_labelled
Soggy and not good.,0,yelp_labelled
The Jamaican mojitos are delicious.,1,yelp_labelled
Which are small and not worth the price.,0,yelp_labelled
- the food is rich so order accordingly.,1,yelp_labelled
"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0,yelp_labelled
The service was a bit lacking.,0,yelp_labelled
"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0,yelp_labelled
Hopefully this bodes for them going out of business and someone who can cook can come in.,0,yelp_labelled
"It was either too cold, not enough flavor or just bad.",0,yelp_labelled
I loved the bacon wrapped dates.,1,yelp_labelled
This is an unbelievable BARGAIN!,1,yelp_labelled
The folks at Otto always make us feel so welcome and special.,1,yelp_labelled
"As for the ""mains,"" also uninspired.",0,yelp_labelled
This is the place where I first had pho and it was amazing!!,1,yelp_labelled
This wonderful experience made this place a must-stop whenever we are in town again.,1,yelp_labelled
"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0,yelp_labelled
Very very fun chef.,1,yelp_labelled
"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0,yelp_labelled
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1,yelp_labelled
"If it were possible to give them zero stars, they'd have it.",0,yelp_labelled
"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0,yelp_labelled
"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1,yelp_labelled
If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0,yelp_labelled
"Everyone is very attentive, providing excellent customer service.",1,yelp_labelled
Horrible - don't waste your time and money.,0,yelp_labelled
Now this dish was quite flavourful.,1,yelp_labelled
By this time our side of the restaurant was almost empty so there was no excuse.,0,yelp_labelled
"(It wasn't busy either) Also, the building was FREEZING cold.",0,yelp_labelled
"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0,yelp_labelled
-Drinks took close to 30 minutes to come out at one point.,0,yelp_labelled
"Seriously flavorful delights, folks.",1,yelp_labelled
Much better than the other AYCE sushi place I went to in Vegas.,1,yelp_labelled
The lighting is just dark enough to set the mood.,1,yelp_labelled
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0,yelp_labelled
Owner's are really great people.!,1,yelp_labelled
There is nothing privileged about working/eating there.,0,yelp_labelled
The Greek dressing was very creamy and flavorful.,1,yelp_labelled
"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0,yelp_labelled
Now the pizza itself was good the peanut sauce was very tasty.,1,yelp_labelled
We had 7 at our table and the service was pretty fast.,1,yelp_labelled
Fantastic service here.,1,yelp_labelled
I as well would've given godfathers zero stars if possible.,0,yelp_labelled
They know how to make them here.,1,yelp_labelled
very tough and very short on flavor!,0,yelp_labelled
I hope this place sticks around.,1,yelp_labelled
"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0,yelp_labelled
The restaurant atmosphere was exquisite.,1,yelp_labelled
"Good service, very clean, and inexpensive, to boot!",1,yelp_labelled
The seafood was fresh and generous in portion.,1,yelp_labelled
"Plus, it's only 8 bucks.",1,yelp_labelled
"The service was not up to par, either.",0,yelp_labelled
"Thus far, have only visited twice and the food was absolutely delicious each time.",1,yelp_labelled
Just as good as when I had it more than a year ago!,1,yelp_labelled
"For a self proclaimed coffee cafe, I was wildly disappointed.",0,yelp_labelled
The Veggitarian platter is out of this world!,1,yelp_labelled
You cant go wrong with any of the food here.,1,yelp_labelled
You can't beat that.,1,yelp_labelled
"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1,yelp_labelled
The chefs were friendly and did a good job.,1,yelp_labelled
"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0,yelp_labelled
I liked the patio and the service was outstanding.,1,yelp_labelled
The goat taco didn't skimp on the meat and wow what FLAVOR!,1,yelp_labelled
I think not again,0,yelp_labelled
I had the mac salad and it was pretty bland so I will not be getting that again.,0,yelp_labelled
I went to Bachi Burger on a friend's recommendation and was not disappointed.,1,yelp_labelled
Service stinks here!,0,yelp_labelled
I waited and waited.,0,yelp_labelled
"This place is not quality sushi, it is not a quality restaurant.",0,yelp_labelled
I would definitely recommend the wings as well as the pizza.,1,yelp_labelled
Great Pizza and Salads!,1,yelp_labelled
Things that went wrong: - They burned the saganaki.,0,yelp_labelled
We waited an hour for what was a breakfast I could have done 100 times better at home.,0,yelp_labelled
This place is amazing!,1,yelp_labelled
"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0,yelp_labelled
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,yelp_labelled
Just don't know why they were so slow.,0,yelp_labelled
"The staff is great, the food is delish, and they have an incredible beer selection.",1,yelp_labelled
"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,yelp_labelled
I didn't know pulled pork could be soooo delicious.,1,yelp_labelled
"You get incredibly fresh fish, prepared with care.",1,yelp_labelled
Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0,yelp_labelled
I love the fact that everything on their menu is worth it.,1,yelp_labelled
Never again will I be dining at this place!,0,yelp_labelled
The food was excellent and service was very good.,1,yelp_labelled
Good beer & drink selection and good food selection.,1,yelp_labelled
Please stay away from the shrimp stir fried noodles.,0,yelp_labelled
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,yelp_labelled
Food was really boring.,0,yelp_labelled
Good Service-check!,1,yelp_labelled
This greedy corporation will NEVER see another dime from me!,0,yelp_labelled
"Will never, ever go back.",0,yelp_labelled
"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,yelp_labelled
"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,yelp_labelled
I did not expect this to be so good!,1,yelp_labelled
Fantastic food!,1,yelp_labelled
She ordered a toasted English muffin that came out untoasted.,0,yelp_labelled
The food was very good.,1,yelp_labelled
Never going back.,0,yelp_labelled
"Great food for the price, which is very high quality and house made.",1,yelp_labelled
The bus boy on the other hand was so rude.,0,yelp_labelled
"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,yelp_labelled
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,yelp_labelled
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,yelp_labelled
All the bread is made in-house!,1,yelp_labelled
The only downside is the service.,0,yelp_labelled
"Also, the fries are without a doubt the worst fries I've ever had.",0,yelp_labelled
Service was exceptional and food was a good as all the reviews.,1,yelp_labelled
"A couple of months later, I returned and had an amazing meal.",1,yelp_labelled
Favorite place in town for shawarrrrrrma!!!!!!,1,yelp_labelled
The black eyed peas and sweet potatoes... UNREAL!,1,yelp_labelled
You won't be disappointed.,1,yelp_labelled
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,yelp_labelled
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,yelp_labelled
When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,yelp_labelled
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,yelp_labelled
"Both of them were truly unbelievably good, and I am so glad we went back.",1,yelp_labelled
"We had fantastic service, and were pleased by the atmosphere.",1,yelp_labelled
Everything was gross.,0,yelp_labelled
I love this place.,1,yelp_labelled
Great service and food.,1,yelp_labelled
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,yelp_labelled
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,yelp_labelled
"OMG, the food was delicioso!",1,yelp_labelled
There is nothing authentic about this place.,0,yelp_labelled
the spaghetti is nothing special whatsoever.,0,yelp_labelled
"Of all the dishes, the salmon was the best, but all were great.",1,yelp_labelled
The vegetables are so fresh and the sauce feels like authentic Thai.,1,yelp_labelled
It's worth driving up from Tucson!,1,yelp_labelled
The selection was probably the worst I've seen in Vegas.....there was none.,0,yelp_labelled
Pretty good beer selection too.,1,yelp_labelled
"This place is like Chipotle, but BETTER.",1,yelp_labelled
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,yelp_labelled
5 stars for the brick oven bread app!,1,yelp_labelled
"I have eaten here multiple times, and each time the food was delicious.",1,yelp_labelled
We sat another ten minutes and finally gave up and left.,0,yelp_labelled
He was terrible!,0,yelp_labelled
Everyone is treated equally special.,1,yelp_labelled
It shouldn't take 30 min for pancakes and eggs.,0,yelp_labelled
It was delicious!!!,1,yelp_labelled
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,yelp_labelled
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,yelp_labelled
As always the evening was wonderful and the food delicious!,1,yelp_labelled
Best fish I've ever had in my life!,1,yelp_labelled
(The bathroom is just next door and very nice.),1,yelp_labelled
The buffet is small and all the food they offered was BLAND.,0,yelp_labelled
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,yelp_labelled
Pretty cool I would say.,1,yelp_labelled
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,yelp_labelled
Server did a great job handling our large rowdy table.,1,yelp_labelled
"I find wasting food to be despicable, but this just wasn't food.",0,yelp_labelled
My wife had the Lobster Bisque soup which was lukewarm.,0,yelp_labelled
Would come back again if I had a sushi craving while in Vegas.,1,yelp_labelled
"The staff are great, the ambiance is great.",1,yelp_labelled
He deserves 5 stars.,1,yelp_labelled
I left with a stomach ache and felt sick the rest of the day.,0,yelp_labelled
They dropped more than the ball.,0,yelp_labelled
"The dining space is tiny, but elegantly decorated and comfortable.",1,yelp_labelled
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,yelp_labelled
And the beans and rice were mediocre at best.,0,yelp_labelled
Best tacos in town by far!!,1,yelp_labelled
I took back my money and got outta there.,0,yelp_labelled
"In an interesting part of town, this place is amazing.",1,yelp_labelled
RUDE & INCONSIDERATE MANAGEMENT.,0,yelp_labelled
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,yelp_labelled
I won't be back.,0,yelp_labelled
They have great dinners.,1,yelp_labelled
The service was outshining & I definitely recommend the Halibut.,1,yelp_labelled
The food was terrible.,0,yelp_labelled
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,yelp_labelled
I don't recommend unless your car breaks down in front of it and you are starving.,0,yelp_labelled
I will come back here every time I'm in Vegas.,1,yelp_labelled
This place deserves one star and 90% has to do with the food.,0,yelp_labelled
This is a disgrace.,0,yelp_labelled
Def coming back to bowl next time,1,yelp_labelled
"If you want healthy authentic or ethic food, try this place.",1,yelp_labelled
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1,yelp_labelled
"I have been here several times in the past, and the experience has always been great.",1,yelp_labelled
We walked away stuffed and happy about our first Vegas buffet experience.,1,yelp_labelled
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,yelp_labelled
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,yelp_labelled
I'm probably one of the few people to ever go to Ians and not like it.,0,yelp_labelled
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,yelp_labelled
Service is perfect and the family atmosphere is nice to see.,1,yelp_labelled
Cooked to perfection and the service was impeccable.,1,yelp_labelled
This one is simply a disappointment.,0,yelp_labelled
"Overall, I was very disappointed with the quality of food at Bouchon.",0,yelp_labelled
I don't have to be an accountant to know I'm getting screwed!,0,yelp_labelled
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,yelp_labelled
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,yelp_labelled
Left very frustrated.,0,yelp_labelled
I'll definitely be in soon again.,1,yelp_labelled
Food was really good and I got full petty fast.,1,yelp_labelled
Service was fantastic.,1,yelp_labelled
TOTAL WASTE OF TIME.,0,yelp_labelled
I don't know what kind it is but they have the best iced tea.,1,yelp_labelled
"Come hungry, leave happy and stuffed!",1,yelp_labelled
"For service, I give them no stars.",0,yelp_labelled
I can assure you that you won't be disappointed.,1,yelp_labelled
I can take a little bad service but the food sucks.,0,yelp_labelled
Gave up trying to eat any of the crust (teeth still sore).,0,yelp_labelled
But now I was completely grossed out.,0,yelp_labelled
I really enjoyed eating here.,1,yelp_labelled
First time going but I think I will quickly become a regular.,1,yelp_labelled
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,yelp_labelled
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,yelp_labelled
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,yelp_labelled
"Furthermore, you can't even find hours of operation on the website!",0,yelp_labelled
We've tried to like this place but after 10+ times I think we're done with them.,0,yelp_labelled
What a mistake that was!,0,yelp_labelled
No complaints!,1,yelp_labelled
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,yelp_labelled
Waiter was a jerk.,0,yelp_labelled
"Strike 2, who wants to be rushed.",0,yelp_labelled
These are the nicest restaurant owners I've ever come across.,1,yelp_labelled
I never come again.,0,yelp_labelled
We loved the biscuits!!!,1,yelp_labelled
Service is quick and friendly.,1,yelp_labelled
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,yelp_labelled
So absolutley fantastic.,1,yelp_labelled
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,yelp_labelled
definitely will come back here again.,1,yelp_labelled
I like Steiners because it's dark and it feels like a bar.,1,yelp_labelled
Wow very spicy but delicious.,1,yelp_labelled
"If you're not familiar, check it out.",1,yelp_labelled
I'll take my business dinner dollars elsewhere.,0,yelp_labelled
I'd love to go back.,1,yelp_labelled
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,yelp_labelled
Nothing special.,0,yelp_labelled
Each day of the week they have a different deal and it's all so delicious!,1,yelp_labelled
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,yelp_labelled
Will not be back.,0,yelp_labelled
Sauce was tasteless.,0,yelp_labelled
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,yelp_labelled
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,yelp_labelled
I don't think we'll be going back anytime soon.,0,yelp_labelled
Food was so gooodd.,1,yelp_labelled
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,yelp_labelled
I was so insulted.,0,yelp_labelled
The last 3 times I had lunch here has been bad.,0,yelp_labelled
The chicken wings contained the driest chicken meat I have ever eaten.,0,yelp_labelled
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,yelp_labelled
Nargile - I think you are great.,1,yelp_labelled
Best tater tots in the southwest.,1,yelp_labelled
We loved the place.,1,yelp_labelled
Definitely not worth the $3 I paid.,0,yelp_labelled
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,yelp_labelled
Im in AZ all the time and now have my new spot.,1,yelp_labelled
The manager was the worst.,0,yelp_labelled
The inside is really quite nice and very clean.,1,yelp_labelled
The food was outstanding and the prices were very reasonable.,1,yelp_labelled
I don't think I'll be running back to Carly's anytime soon for food.,0,yelp_labelled
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,yelp_labelled
"Love the margaritas, too!",1,yelp_labelled
This was my first and only Vegas buffet and it did not disappoint.,1,yelp_labelled
"Very good, though!",1,yelp_labelled
The one down note is the ventilation could use some upgrading.,0,yelp_labelled
Great pork sandwich.,1,yelp_labelled
Don't waste your time here.,0,yelp_labelled
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,yelp_labelled
"Third, the cheese on my friend's burger was cold.",0,yelp_labelled
We enjoy their pizza and brunch.,1,yelp_labelled
The steaks are all well trimmed and also perfectly cooked.,1,yelp_labelled
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,yelp_labelled
I LOVED it!,1,yelp_labelled
We asked for the bill to leave without eating and they didn't bring that either.,0,yelp_labelled
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,yelp_labelled
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,yelp_labelled
The selection of food was not the best.,0,yelp_labelled
Delicious and I will absolutely be back!,1,yelp_labelled
"This isn't a small family restaurant, this is a fine dining establishment.",1,yelp_labelled
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,yelp_labelled
I dont think I will be back for a very long time.,0,yelp_labelled
"It was attached to a gas station, and that is rarely a good sign.",0,yelp_labelled
How awesome is that.,1,yelp_labelled
I will be back many times soon.,1,yelp_labelled
The menu had so much good stuff on it i could not decide!,1,yelp_labelled
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,yelp_labelled
CONCLUSION: Very filling meals.,1,yelp_labelled
Their daily specials are always a hit with my group.,1,yelp_labelled
And then tragedy struck.,0,yelp_labelled
The pancake was also really good and pretty large at that.,1,yelp_labelled
"This was my first crawfish experience, and it was delicious!",1,yelp_labelled
Their monster chicken fried steak and eggs is my all time favorite.,1,yelp_labelled
Waitress was sweet and funny.,1,yelp_labelled
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,yelp_labelled
"I'd rather eat airline food, seriously.",0,yelp_labelled
Cant say enough good things about this place.,1,yelp_labelled
The ambiance was incredible.,1,yelp_labelled
The waitress and manager are so friendly.,1,yelp_labelled
I would not recommend this place.,0,yelp_labelled
Overall I wasn't very impressed with Noca.,0,yelp_labelled
My gyro was basically lettuce only.,0,yelp_labelled
Terrible service!,0,yelp_labelled
Thoroughly disappointed!,0,yelp_labelled
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,yelp_labelled
"Give it a try, you will be happy you did.",1,yelp_labelled
By far the BEST cheesecurds we have ever had!,1,yelp_labelled
Reasonably priced also!,1,yelp_labelled
Everything was perfect the night we were in.,1,yelp_labelled
The food is very good for your typical bar food.,1,yelp_labelled
it was a drive to get there.,0,yelp_labelled
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,yelp_labelled
"Anyway, I do not think i will go back there.",0,yelp_labelled
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,yelp_labelled
"Oh this is such a thing of beauty, this restaurant.",1,yelp_labelled
If you haven't gone here GO NOW!,1,yelp_labelled
"A greasy, unhealthy meal.",0,yelp_labelled
first time there and might just be the last.,0,yelp_labelled
Those burgers were amazing.,1,yelp_labelled
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,yelp_labelled
And it was way to expensive.,0,yelp_labelled
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,yelp_labelled
This was my first time and I can't wait until the next.,1,yelp_labelled
The bartender was also nice.,1,yelp_labelled
Everything was good and tasty!,1,yelp_labelled
This place is two thumbs up....way up.,1,yelp_labelled
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,yelp_labelled
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,yelp_labelled
Terrible management.,0,yelp_labelled
An excellent new restaurant by an experienced Frenchman.,1,yelp_labelled
If there were zero stars I would give it zero stars.,0,yelp_labelled
"Great steak, great sides, great wine, amazing desserts.",1,yelp_labelled
Worst martini ever!,0,yelp_labelled
The steak and the shrimp are in my opinion the best entrees at GC.,1,yelp_labelled
I had the opportunity today to sample your amazing pizzas!,1,yelp_labelled
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,yelp_labelled
The yellowtail carpaccio was melt in your mouth fresh.,1,yelp_labelled
I won't try going back there even if it's empty.,0,yelp_labelled
"No, I'm going to eat the potato that I found some strangers hair in it.",0,yelp_labelled
Just spicy enough.. Perfect actually.,1,yelp_labelled
Last night was my second time dining here and I was so happy I decided to go back!,1,yelp_labelled
"not even a ""hello, we will be right with you.""",0,yelp_labelled
The desserts were a bit strange.,0,yelp_labelled
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,yelp_labelled
"I really do recommend this place, you can go wrong with this donut place!",1,yelp_labelled
Nice ambiance.,1,yelp_labelled
I would recommend saving room for this!,1,yelp_labelled
I guess maybe we went on an off night but it was disgraceful.,0,yelp_labelled
"However, my recent experience at this particular location was not so good.",0,yelp_labelled
"I know this is not like the other restaurants at all, something is very off here!",0,yelp_labelled
AVOID THIS ESTABLISHMENT!,0,yelp_labelled
I think this restaurant suffers from not trying hard enough.,0,yelp_labelled
All of the tapas dishes were delicious!,1,yelp_labelled
I *heart* this place.,1,yelp_labelled
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,yelp_labelled
After two I felt disgusting.,0,yelp_labelled
A good time!,1,yelp_labelled
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,yelp_labelled
Generous portions and great taste.,1,yelp_labelled
I will never go back to this place and will never ever recommended this place to anyone!,0,yelp_labelled
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,yelp_labelled
Food was delicious!,1,yelp_labelled
AN HOUR... seriously?,0,yelp_labelled
I consider this theft.,0,yelp_labelled
Eew... This location needs a complete overhaul.,0,yelp_labelled
We recently witnessed her poor quality of management towards other guests as well.,0,yelp_labelled
Waited and waited and waited.,0,yelp_labelled
"He also came back to check on us regularly, excellent service.",1,yelp_labelled
Our server was super nice and checked on us many times.,1,yelp_labelled
"The pizza tasted old, super chewy in not a good way.",0,yelp_labelled
I swung in to give them a try but was deeply disappointed.,0,yelp_labelled
Service was good and the company was better!,1,yelp_labelled
The staff are also very friendly and efficient.,1,yelp_labelled
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,yelp_labelled
Boy was that sucker dry!!.,0,yelp_labelled
